ORG_CODE,DISTRICT_NAME,COUNTY,Grade,District_Total,Black,Asian,Hispanic,Multiracial,NativeAmerican,NativeHawaiianPacificIslander,White
0001,Abington,Plymouth,Gr.1,168,8,4,26,2,1,0,127
0001,Abington,Plymouth,Gr.2,161,8,5,13,3,4,0,128
0001,Abington,Plymouth,Gr.3,144,10,3,11,1,2,0,117
0001,Abington,Plymouth,Gr.4,162,7,2,20,1,2,1,129
0001,Abington,Plymouth,Gr.5,140,7,5,15,4,0,0,109
0001,Abington,Plymouth,Gr.6,169,5,4,20,3,0,1,136
0001,Abington,Plymouth,Gr.7,161,7,4,17,3,2,0,128
0001,Abington,Plymouth,Gr.8,169,5,3,18,6,1,0,136
0001,Abington,Plymouth,Gr.9,146,5,3,16,0,0,0,122
0001,Abington,Plymouth,Gr.10,160,8,7,22,2,0,0,121
0001,Abington,Plymouth,Gr.11,153,10,4,12,2,0,0,125
0001,Abington,Plymouth,Gr.12,152,8,3,14,2,0,0,125
0001,Abington,Plymouth,SPED_Beyond_Grade_12,8,0,1,1,0,0,0,6
0001,Abington,Plymouth,K,173,10,4,23,12,0,0,124
0001,Abington,Plymouth,PK,51,4,1,2,0,0,0,44
0003,Acushnet,Bristol,Gr.1,83,1,1,3,3,0,0,75
0003,Acushnet,Bristol,Gr.2,117,1,2,2,5,0,0,107
0003,Acushnet,Bristol,Gr.3,95,3,1,3,3,0,0,85
0003,Acushnet,Bristol,Gr.4,80,1,0,4,4,1,0,70
0003,Acushnet,Bristol,Gr.5,108,0,1,3,8,0,0,96
0003,Acushnet,Bristol,Gr.6,104,0,1,7,4,0,0,92
0003,Acushnet,Bristol,Gr.7,100,1,1,2,0,1,0,95
0003,Acushnet,Bristol,Gr.8,109,0,1,4,5,0,0,99
0003,Acushnet,Bristol,Gr.9,0,***,***,***,***,***,***,***
0003,Acushnet,Bristol,Gr.10,0,***,***,***,***,***,***,***
0003,Acushnet,Bristol,Gr.11,0,***,***,***,***,***,***,***
0003,Acushnet,Bristol,Gr.12,0,***,***,***,***,***,***,***
0003,Acushnet,Bristol,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0003,Acushnet,Bristol,K,86,0,0,11,4,0,0,71
0003,Acushnet,Bristol,PK,28,1,0,1,1,0,0,25
0005,Agawam,Hampden,Gr.1,257,3,15,32,12,0,0,195
0005,Agawam,Hampden,Gr.2,251,4,13,25,7,0,0,202
0005,Agawam,Hampden,Gr.3,230,6,8,32,8,0,0,176
0005,Agawam,Hampden,Gr.4,278,7,5,21,9,0,1,235
0005,Agawam,Hampden,Gr.5,254,3,6,24,6,0,0,215
0005,Agawam,Hampden,Gr.6,272,8,10,36,9,0,0,209
0005,Agawam,Hampden,Gr.7,308,4,12,39,11,0,0,242
0005,Agawam,Hampden,Gr.8,275,13,4,20,9,0,0,229
0005,Agawam,Hampden,Gr.9,281,6,12,23,9,0,0,231
0005,Agawam,Hampden,Gr.10,281,6,10,24,8,0,0,233
0005,Agawam,Hampden,Gr.11,217,4,5,19,7,1,0,181
0005,Agawam,Hampden,Gr.12,271,4,2,23,6,0,0,236
0005,Agawam,Hampden,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0005,Agawam,Hampden,K,227,5,7,28,7,0,0,180
0005,Agawam,Hampden,PK,106,3,7,16,3,0,0,77
0007,Amesbury,Essex,Gr.1,122,3,0,14,3,0,0,102
0007,Amesbury,Essex,Gr.2,116,2,1,10,4,0,1,98
0007,Amesbury,Essex,Gr.3,125,2,1,19,7,0,0,96
0007,Amesbury,Essex,Gr.4,142,6,2,16,5,0,0,113
0007,Amesbury,Essex,Gr.5,157,3,2,15,7,1,0,129
0007,Amesbury,Essex,Gr.6,166,1,4,16,5,1,0,139
0007,Amesbury,Essex,Gr.7,155,3,2,21,10,0,0,119
0007,Amesbury,Essex,Gr.8,147,5,3,11,6,0,1,121
0007,Amesbury,Essex,Gr.9,136,6,1,16,4,0,0,109
0007,Amesbury,Essex,Gr.10,126,2,0,11,7,0,0,106
0007,Amesbury,Essex,Gr.11,136,2,2,8,6,0,0,118
0007,Amesbury,Essex,Gr.12,157,4,3,12,8,0,0,130
0007,Amesbury,Essex,SPED_Beyond_Grade_12,8,0,0,0,0,0,0,8
0007,Amesbury,Essex,K,134,1,1,13,6,1,0,112
0007,Amesbury,Essex,PK,25,0,0,1,0,0,0,24
0008,Amherst,Hampshire,Gr.1,134,14,17,25,12,1,0,65
0008,Amherst,Hampshire,Gr.2,146,14,12,33,17,1,0,69
0008,Amherst,Hampshire,Gr.3,132,19,15,26,8,2,0,62
0008,Amherst,Hampshire,Gr.4,157,17,21,35,10,1,0,73
0008,Amherst,Hampshire,Gr.5,161,18,22,31,4,0,1,85
0008,Amherst,Hampshire,Gr.6,140,7,16,35,9,0,0,73
0008,Amherst,Hampshire,Gr.7,0,***,***,***,***,***,***,***
0008,Amherst,Hampshire,Gr.8,0,***,***,***,***,***,***,***
0008,Amherst,Hampshire,Gr.9,0,***,***,***,***,***,***,***
0008,Amherst,Hampshire,Gr.10,0,***,***,***,***,***,***,***
0008,Amherst,Hampshire,Gr.11,0,***,***,***,***,***,***,***
0008,Amherst,Hampshire,Gr.12,0,***,***,***,***,***,***,***
0008,Amherst,Hampshire,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0008,Amherst,Hampshire,K,127,11,15,32,8,0,1,60
0008,Amherst,Hampshire,PK,32,3,4,10,1,0,0,14
0009,Andover,Essex,Gr.1,349,10,57,24,22,0,1,235
0009,Andover,Essex,Gr.2,442,13,84,46,30,0,0,269
0009,Andover,Essex,Gr.3,402,13,86,24,10,0,0,269
0009,Andover,Essex,Gr.4,417,11,69,28,17,0,0,292
0009,Andover,Essex,Gr.5,458,11,90,29,14,1,0,313
0009,Andover,Essex,Gr.6,455,11,89,44,16,0,0,295
0009,Andover,Essex,Gr.7,452,16,87,35,15,0,1,298
0009,Andover,Essex,Gr.8,476,11,96,38,14,2,1,314
0009,Andover,Essex,Gr.9,437,19,78,42,13,0,0,285
0009,Andover,Essex,Gr.10,437,8,78,25,12,2,0,312
0009,Andover,Essex,Gr.11,408,9,85,31,6,2,0,275
0009,Andover,Essex,Gr.12,446,9,97,25,11,0,0,304
0009,Andover,Essex,SPED_Beyond_Grade_12,28,0,3,3,0,0,0,22
0009,Andover,Essex,K,313,8,60,30,19,0,0,196
0009,Andover,Essex,PK,54,0,9,5,4,0,0,36
0010,Arlington,Middlesex,Gr.1,484,11,75,29,62,0,0,307
0010,Arlington,Middlesex,Gr.2,533,16,83,34,53,0,0,347
0010,Arlington,Middlesex,Gr.3,467,13,57,23,48,0,0,326
0010,Arlington,Middlesex,Gr.4,508,15,94,33,9,1,0,356
0010,Arlington,Middlesex,Gr.5,461,18,57,23,29,0,2,332
0010,Arlington,Middlesex,Gr.6,483,21,60,31,34,2,1,334
0010,Arlington,Middlesex,Gr.7,456,21,41,37,27,0,0,330
0010,Arlington,Middlesex,Gr.8,436,15,46,35,29,1,1,309
0010,Arlington,Middlesex,Gr.9,363,9,41,23,18,0,1,271
0010,Arlington,Middlesex,Gr.10,352,17,33,20,22,0,0,260
0010,Arlington,Middlesex,Gr.11,359,17,37,16,21,0,0,268
0010,Arlington,Middlesex,Gr.12,335,11,42,20,16,0,0,246
0010,Arlington,Middlesex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0010,Arlington,Middlesex,K,453,8,73,25,48,0,0,299
0010,Arlington,Middlesex,PK,65,4,14,5,4,0,0,38
0014,Ashland,Middlesex,Gr.1,180,4,46,20,5,0,0,105
0014,Ashland,Middlesex,Gr.2,202,7,37,28,8,1,0,121
0014,Ashland,Middlesex,Gr.3,200,8,44,28,8,0,0,112
0014,Ashland,Middlesex,Gr.4,222,4,32,35,10,0,0,141
0014,Ashland,Middlesex,Gr.5,208,5,33,32,7,0,0,131
0014,Ashland,Middlesex,Gr.6,229,7,29,27,5,3,0,158
0014,Ashland,Middlesex,Gr.7,224,6,28,35,9,3,0,143
0014,Ashland,Middlesex,Gr.8,218,7,28,33,8,0,0,142
0014,Ashland,Middlesex,Gr.9,195,3,31,25,6,2,0,128
0014,Ashland,Middlesex,Gr.10,175,3,29,22,2,2,0,117
0014,Ashland,Middlesex,Gr.11,224,6,29,27,7,1,0,154
0014,Ashland,Middlesex,Gr.12,211,6,21,26,9,0,0,149
0014,Ashland,Middlesex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0014,Ashland,Middlesex,K,191,10,45,30,9,0,0,97
0014,Ashland,Middlesex,PK,50,2,12,3,1,0,0,32
0016,Attleboro,Bristol,Gr.1,416,36,14,62,21,0,0,283
0016,Attleboro,Bristol,Gr.2,397,27,15,64,28,0,0,263
0016,Attleboro,Bristol,Gr.3,407,28,22,56,28,2,0,271
0016,Attleboro,Bristol,Gr.4,422,32,16,76,39,0,0,259
0016,Attleboro,Bristol,Gr.5,456,32,26,68,40,1,1,288
0016,Attleboro,Bristol,Gr.6,433,31,12,69,36,0,0,285
0016,Attleboro,Bristol,Gr.7,463,32,25,60,38,2,0,306
0016,Attleboro,Bristol,Gr.8,479,32,26,85,23,0,0,313
0016,Attleboro,Bristol,Gr.9,450,30,26,73,28,1,0,292
0016,Attleboro,Bristol,Gr.10,448,28,16,77,20,2,0,305
0016,Attleboro,Bristol,Gr.11,471,31,23,76,15,1,1,324
0016,Attleboro,Bristol,Gr.12,456,28,28,67,25,1,2,305
0016,Attleboro,Bristol,SPED_Beyond_Grade_12,15,2,0,1,0,0,0,12
0016,Attleboro,Bristol,K,335,12,9,52,21,0,1,240
0016,Attleboro,Bristol,PK,104,8,5,12,6,0,0,73
0017,Auburn,Worcester,Gr.1,182,1,3,18,7,1,0,152
0017,Auburn,Worcester,Gr.2,187,3,9,20,5,0,0,150
0017,Auburn,Worcester,Gr.3,167,1,8,18,6,0,0,134
0017,Auburn,Worcester,Gr.4,206,6,11,14,9,0,0,166
0017,Auburn,Worcester,Gr.5,195,4,3,22,6,0,0,160
0017,Auburn,Worcester,Gr.6,213,6,18,23,3,0,0,163
0017,Auburn,Worcester,Gr.7,218,9,6,20,8,0,0,175
0017,Auburn,Worcester,Gr.8,202,5,10,26,9,0,0,152
0017,Auburn,Worcester,Gr.9,168,3,9,14,6,0,0,136
0017,Auburn,Worcester,Gr.10,201,7,7,24,4,0,0,159
0017,Auburn,Worcester,Gr.11,176,5,6,16,6,0,0,143
0017,Auburn,Worcester,Gr.12,171,4,10,7,5,1,0,144
0017,Auburn,Worcester,SPED_Beyond_Grade_12,5,***,***,***,***,***,***,***
0017,Auburn,Worcester,K,161,3,9,15,5,1,0,128
0017,Auburn,Worcester,PK,66,6,6,3,0,0,0,51
0018,Avon,Norfolk,Gr.1,46,9,2,5,3,0,0,27
0018,Avon,Norfolk,Gr.2,52,10,1,8,6,0,0,27
0018,Avon,Norfolk,Gr.3,54,15,2,7,4,0,0,26
0018,Avon,Norfolk,Gr.4,50,13,3,8,3,0,0,23
0018,Avon,Norfolk,Gr.5,62,15,4,6,3,0,0,34
0018,Avon,Norfolk,Gr.6,55,19,1,6,0,0,0,29
0018,Avon,Norfolk,Gr.7,59,14,4,5,5,3,0,28
0018,Avon,Norfolk,Gr.8,61,19,3,6,5,0,0,28
0018,Avon,Norfolk,Gr.9,53,16,3,7,3,1,0,23
0018,Avon,Norfolk,Gr.10,49,16,1,8,4,0,0,20
0018,Avon,Norfolk,Gr.11,50,20,3,5,2,0,0,20
0018,Avon,Norfolk,Gr.12,39,20,2,4,1,0,0,12
0018,Avon,Norfolk,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0018,Avon,Norfolk,K,42,11,1,9,3,0,0,18
0018,Avon,Norfolk,PK,11,4,1,2,3,0,0,1
0020,Barnstable,Barnstable,Gr.1,342,29,4,76,38,3,0,192
0020,Barnstable,Barnstable,Gr.2,359,24,11,86,30,1,0,207
0020,Barnstable,Barnstable,Gr.3,379,34,4,73,36,1,0,231
0020,Barnstable,Barnstable,Gr.4,340,24,11,71,22,0,0,212
0020,Barnstable,Barnstable,Gr.5,364,30,9,80,18,1,0,226
0020,Barnstable,Barnstable,Gr.6,358,33,7,70,25,2,0,221
0020,Barnstable,Barnstable,Gr.7,351,24,8,73,16,4,1,225
0020,Barnstable,Barnstable,Gr.8,389,31,11,62,18,0,2,265
0020,Barnstable,Barnstable,Gr.9,355,34,9,74,16,1,0,221
0020,Barnstable,Barnstable,Gr.10,335,30,5,65,22,2,1,210
0020,Barnstable,Barnstable,Gr.11,334,32,5,54,12,1,1,229
0020,Barnstable,Barnstable,Gr.12,345,30,4,56,10,2,2,241
0020,Barnstable,Barnstable,SPED_Beyond_Grade_12,11,0,1,1,0,1,0,8
0020,Barnstable,Barnstable,K,327,27,2,86,44,0,0,168
0020,Barnstable,Barnstable,PK,124,7,6,18,18,0,0,75
0023,Bedford,Middlesex,Gr.1,183,11,41,12,10,0,0,109
0023,Bedford,Middlesex,Gr.2,201,12,54,10,16,0,0,109
0023,Bedford,Middlesex,Gr.3,213,12,50,9,20,0,0,122
0023,Bedford,Middlesex,Gr.4,191,15,33,13,13,0,0,117
0023,Bedford,Middlesex,Gr.5,199,13,41,12,16,0,0,117
0023,Bedford,Middlesex,Gr.6,205,13,41,11,4,0,0,136
0023,Bedford,Middlesex,Gr.7,200,13,40,6,8,0,0,133
0023,Bedford,Middlesex,Gr.8,206,10,41,12,1,1,0,141
0023,Bedford,Middlesex,Gr.9,207,16,30,29,15,0,1,116
0023,Bedford,Middlesex,Gr.10,209,19,35,24,8,0,0,123
0023,Bedford,Middlesex,Gr.11,230,13,38,17,10,0,0,152
0023,Bedford,Middlesex,Gr.12,183,11,20,26,11,0,0,115
0023,Bedford,Middlesex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0023,Bedford,Middlesex,K,160,6,44,14,16,0,0,80
0023,Bedford,Middlesex,PK,28,3,5,2,2,0,0,16
0024,Belchertown,Hampshire,Gr.1,138,0,3,12,2,0,0,121
0024,Belchertown,Hampshire,Gr.2,146,2,2,11,11,0,0,120
0024,Belchertown,Hampshire,Gr.3,155,0,3,10,5,0,0,137
0024,Belchertown,Hampshire,Gr.4,150,2,2,6,9,0,0,131
0024,Belchertown,Hampshire,Gr.5,161,3,3,13,5,2,0,135
0024,Belchertown,Hampshire,Gr.6,175,3,0,18,12,1,0,141
0024,Belchertown,Hampshire,Gr.7,167,2,1,8,3,1,0,152
0024,Belchertown,Hampshire,Gr.8,187,7,3,7,4,0,1,165
0024,Belchertown,Hampshire,Gr.9,174,4,2,10,3,0,1,154
0024,Belchertown,Hampshire,Gr.10,187,4,3,7,7,1,1,164
0024,Belchertown,Hampshire,Gr.11,157,2,1,2,3,1,1,147
0024,Belchertown,Hampshire,Gr.12,171,5,3,3,5,1,0,154
0024,Belchertown,Hampshire,SPED_Beyond_Grade_12,5,***,***,***,***,***,***,***
0024,Belchertown,Hampshire,K,141,0,0,18,4,0,0,119
0024,Belchertown,Hampshire,PK,35,2,0,3,4,0,0,26
0025,Bellingham,Norfolk,Gr.1,130,1,3,15,7,0,0,104
0025,Bellingham,Norfolk,Gr.2,139,4,3,10,5,0,1,116
0025,Bellingham,Norfolk,Gr.3,139,3,3,14,4,0,4,111
0025,Bellingham,Norfolk,Gr.4,157,1,4,10,1,0,2,139
0025,Bellingham,Norfolk,Gr.5,143,4,3,7,3,0,0,126
0025,Bellingham,Norfolk,Gr.6,159,4,4,11,5,1,0,134
0025,Bellingham,Norfolk,Gr.7,188,4,4,14,8,0,0,158
0025,Bellingham,Norfolk,Gr.8,164,0,10,10,0,0,0,144
0025,Bellingham,Norfolk,Gr.9,156,3,8,15,6,0,0,124
0025,Bellingham,Norfolk,Gr.10,128,7,4,5,1,0,0,111
0025,Bellingham,Norfolk,Gr.11,147,2,3,8,5,0,0,129
0025,Bellingham,Norfolk,Gr.12,149,5,5,5,5,0,0,129
0025,Bellingham,Norfolk,SPED_Beyond_Grade_12,3,***,***,***,***,***,***,***
0025,Bellingham,Norfolk,K,125,2,6,11,5,0,0,101
0025,Bellingham,Norfolk,PK,57,2,2,5,0,0,0,48
0026,Belmont,Middlesex,Gr.1,341,9,77,14,32,0,0,209
0026,Belmont,Middlesex,Gr.2,339,11,87,4,31,0,0,206
0026,Belmont,Middlesex,Gr.3,348,11,75,11,37,0,0,214
0026,Belmont,Middlesex,Gr.4,372,9,89,7,41,0,1,225
0026,Belmont,Middlesex,Gr.5,335,14,66,14,38,2,0,201
0026,Belmont,Middlesex,Gr.6,365,8,74,8,24,0,0,251
0026,Belmont,Middlesex,Gr.7,367,13,92,20,28,1,2,211
0026,Belmont,Middlesex,Gr.8,343,14,76,16,25,0,0,212
0026,Belmont,Middlesex,Gr.9,334,14,52,19,23,1,0,225
0026,Belmont,Middlesex,Gr.10,318,14,66,13,18,0,0,207
0026,Belmont,Middlesex,Gr.11,335,9,59,17,21,0,0,229
0026,Belmont,Middlesex,Gr.12,322,8,61,12,20,0,0,221
0026,Belmont,Middlesex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0026,Belmont,Middlesex,K,253,5,67,9,24,0,0,148
0026,Belmont,Middlesex,PK,48,3,5,3,5,0,0,32
0027,Berkley,Bristol,Gr.1,95,0,0,1,7,1,0,86
0027,Berkley,Bristol,Gr.2,86,1,2,2,1,0,1,79
0027,Berkley,Bristol,Gr.3,75,1,0,1,4,0,0,69
0027,Berkley,Bristol,Gr.4,101,0,1,2,3,0,0,95
0027,Berkley,Bristol,Gr.5,93,0,0,3,4,0,0,86
0027,Berkley,Bristol,Gr.6,91,1,0,2,4,0,0,84
0027,Berkley,Bristol,Gr.7,109,0,0,0,5,0,0,104
0027,Berkley,Bristol,Gr.8,96,1,0,5,2,0,0,88
0027,Berkley,Bristol,Gr.9,0,***,***,***,***,***,***,***
0027,Berkley,Bristol,Gr.10,0,***,***,***,***,***,***,***
0027,Berkley,Bristol,Gr.11,0,***,***,***,***,***,***,***
0027,Berkley,Bristol,Gr.12,0,***,***,***,***,***,***,***
0027,Berkley,Bristol,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0027,Berkley,Bristol,K,77,2,0,4,5,0,0,66
0027,Berkley,Bristol,PK,41,1,1,1,2,0,0,36
0030,Beverly,Essex,Gr.1,385,13,9,50,22,0,0,291
0030,Beverly,Essex,Gr.2,366,17,4,47,16,0,0,282
0030,Beverly,Essex,Gr.3,359,12,13,54,13,0,0,267
0030,Beverly,Essex,Gr.4,349,13,7,65,21,0,0,243
0030,Beverly,Essex,Gr.5,348,12,7,61,16,0,0,252
0030,Beverly,Essex,Gr.6,364,14,7,59,13,1,0,270
0030,Beverly,Essex,Gr.7,373,11,9,52,14,0,1,286
0030,Beverly,Essex,Gr.8,350,10,12,56,7,0,0,265
0030,Beverly,Essex,Gr.9,295,10,10,57,7,0,0,211
0030,Beverly,Essex,Gr.10,339,14,8,42,14,0,0,261
0030,Beverly,Essex,Gr.11,341,10,8,52,11,1,1,258
0030,Beverly,Essex,Gr.12,302,11,9,37,10,0,0,235
0030,Beverly,Essex,SPED_Beyond_Grade_12,9,1,0,1,1,0,0,6
0030,Beverly,Essex,K,371,13,7,51,14,1,0,285
0030,Beverly,Essex,PK,82,4,7,12,4,0,0,55
0031,Billerica,Middlesex,Gr.1,364,17,38,35,16,0,0,258
0031,Billerica,Middlesex,Gr.2,364,16,44,35,15,0,0,254
0031,Billerica,Middlesex,Gr.3,364,14,31,25,19,0,0,275
0031,Billerica,Middlesex,Gr.4,351,19,28,35,12,0,0,257
0031,Billerica,Middlesex,Gr.5,396,28,40,33,11,1,0,283
0031,Billerica,Middlesex,Gr.6,369,23,30,35,22,0,0,259
0031,Billerica,Middlesex,Gr.7,385,18,25,28,13,0,0,301
0031,Billerica,Middlesex,Gr.8,403,26,30,29,13,1,1,303
0031,Billerica,Middlesex,Gr.9,266,16,26,27,4,1,1,191
0031,Billerica,Middlesex,Gr.10,279,11,23,21,8,0,1,215
0031,Billerica,Middlesex,Gr.11,302,23,28,13,5,1,0,232
0031,Billerica,Middlesex,Gr.12,239,11,24,15,3,0,0,186
0031,Billerica,Middlesex,SPED_Beyond_Grade_12,10,0,0,2,1,0,0,7
0031,Billerica,Middlesex,K,371,13,40,20,5,0,0,293
0031,Billerica,Middlesex,PK,106,12,12,7,2,0,0,73
0035,Boston,Suffolk,Gr.1,3508,973,255,1439,151,16,8,666
0035,Boston,Suffolk,Gr.2,3635,1073,307,1495,143,17,4,596
0035,Boston,Suffolk,Gr.3,3637,1075,278,1553,140,11,3,577
0035,Boston,Suffolk,Gr.4,3583,1040,289,1562,123,14,7,548
0035,Boston,Suffolk,Gr.5,3306,985,281,1403,125,10,4,498
0035,Boston,Suffolk,Gr.6,3196,908,318,1393,118,7,5,447
0035,Boston,Suffolk,Gr.7,3340,942,354,1450,120,4,6,464
0035,Boston,Suffolk,Gr.8,3413,960,321,1536,96,5,5,490
0035,Boston,Suffolk,Gr.9,3399,1052,313,1499,103,5,3,424
0035,Boston,Suffolk,Gr.10,3795,1127,369,1729,93,10,8,459
0035,Boston,Suffolk,Gr.11,3532,1153,390,1498,91,12,5,383
0035,Boston,Suffolk,Gr.12,3616,1173,422,1476,68,7,10,460
0035,Boston,Suffolk,SPED_Beyond_Grade_12,235,97,19,77,7,2,0,33
0035,Boston,Suffolk,K,3244,865,255,1284,148,9,7,676
0035,Boston,Suffolk,PK,2673,692,196,1017,128,6,9,625
0036,Bourne,Barnstable,Gr.1,115,2,3,12,9,1,0,88
0036,Bourne,Barnstable,Gr.2,103,1,3,4,3,1,0,91
0036,Bourne,Barnstable,Gr.3,141,3,2,7,7,0,0,122
0036,Bourne,Barnstable,Gr.4,128,3,2,4,3,1,0,115
0036,Bourne,Barnstable,Gr.5,155,5,2,15,6,1,0,126
0036,Bourne,Barnstable,Gr.6,138,2,1,6,5,0,0,124
0036,Bourne,Barnstable,Gr.7,165,3,3,9,5,5,0,140
0036,Bourne,Barnstable,Gr.8,157,3,2,10,7,3,0,132
0036,Bourne,Barnstable,Gr.9,98,1,2,4,4,3,0,84
0036,Bourne,Barnstable,Gr.10,94,0,3,0,3,1,0,87
0036,Bourne,Barnstable,Gr.11,111,4,2,5,2,2,0,96
0036,Bourne,Barnstable,Gr.12,114,1,2,6,4,0,0,101
0036,Bourne,Barnstable,SPED_Beyond_Grade_12,11,0,0,0,0,0,0,11
0036,Bourne,Barnstable,K,81,0,3,5,6,1,0,66
0036,Bourne,Barnstable,PK,39,2,1,2,2,0,0,32
0038,Boxford,Essex,Gr.1,105,0,1,4,6,0,0,94
0038,Boxford,Essex,Gr.2,80,0,0,5,8,0,0,67
0038,Boxford,Essex,Gr.3,87,0,2,2,4,0,0,79
0038,Boxford,Essex,Gr.4,99,0,5,2,9,0,0,83
0038,Boxford,Essex,Gr.5,111,2,4,3,4,0,0,98
0038,Boxford,Essex,Gr.6,92,0,6,3,2,0,0,81
0038,Boxford,Essex,Gr.7,0,***,***,***,***,***,***,***
0038,Boxford,Essex,Gr.8,0,***,***,***,***,***,***,***
0038,Boxford,Essex,Gr.9,0,***,***,***,***,***,***,***
0038,Boxford,Essex,Gr.10,0,***,***,***,***,***,***,***
0038,Boxford,Essex,Gr.11,0,***,***,***,***,***,***,***
0038,Boxford,Essex,Gr.12,0,***,***,***,***,***,***,***
0038,Boxford,Essex,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0038,Boxford,Essex,K,78,0,5,1,2,0,0,70
0038,Boxford,Essex,PK,27,0,1,2,0,0,0,24
0040,Braintree,Norfolk,Gr.1,395,11,108,16,10,2,0,248
0040,Braintree,Norfolk,Gr.2,421,16,121,16,6,0,1,261
0040,Braintree,Norfolk,Gr.3,366,20,91,16,13,0,1,225
0040,Braintree,Norfolk,Gr.4,413,17,105,17,9,1,0,264
0040,Braintree,Norfolk,Gr.5,420,17,93,28,12,1,1,268
0040,Braintree,Norfolk,Gr.6,438,22,101,26,7,1,0,281
0040,Braintree,Norfolk,Gr.7,479,29,102,21,6,0,1,320
0040,Braintree,Norfolk,Gr.8,485,37,118,25,2,0,0,303
0040,Braintree,Norfolk,Gr.9,366,22,70,20,1,0,0,253
0040,Braintree,Norfolk,Gr.10,413,26,77,22,11,1,1,275
0040,Braintree,Norfolk,Gr.11,438,16,88,25,7,2,2,298
0040,Braintree,Norfolk,Gr.12,430,26,82,18,7,0,0,297
0040,Braintree,Norfolk,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0040,Braintree,Norfolk,K,313,22,100,14,13,0,1,163
0040,Braintree,Norfolk,PK,79,5,26,3,3,0,0,42
0041,Brewster,Barnstable,Gr.1,64,0,0,8,7,0,0,49
0041,Brewster,Barnstable,Gr.2,62,1,0,8,2,0,0,51
0041,Brewster,Barnstable,Gr.3,53,0,0,2,2,0,0,49
0041,Brewster,Barnstable,Gr.4,80,4,0,4,4,0,0,68
0041,Brewster,Barnstable,Gr.5,76,3,0,5,4,0,0,64
0041,Brewster,Barnstable,Gr.6,0,***,***,***,***,***,***,***
0041,Brewster,Barnstable,Gr.7,0,***,***,***,***,***,***,***
0041,Brewster,Barnstable,Gr.8,0,***,***,***,***,***,***,***
0041,Brewster,Barnstable,Gr.9,0,***,***,***,***,***,***,***
0041,Brewster,Barnstable,Gr.10,0,***,***,***,***,***,***,***
0041,Brewster,Barnstable,Gr.11,0,***,***,***,***,***,***,***
0041,Brewster,Barnstable,Gr.12,0,***,***,***,***,***,***,***
0041,Brewster,Barnstable,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0041,Brewster,Barnstable,K,67,4,1,7,7,0,0,48
0041,Brewster,Barnstable,PK,18,1,0,3,1,0,0,13
0043,Brimfield,Hampden,Gr.1,43,0,0,6,0,1,0,36
0043,Brimfield,Hampden,Gr.2,26,0,0,1,0,0,0,25
0043,Brimfield,Hampden,Gr.3,41,1,0,1,0,0,0,39
0043,Brimfield,Hampden,Gr.4,40,1,2,1,0,0,0,36
0043,Brimfield,Hampden,Gr.5,31,0,1,1,0,0,0,29
0043,Brimfield,Hampden,Gr.6,47,2,0,1,0,0,0,44
0043,Brimfield,Hampden,Gr.7,0,***,***,***,***,***,***,***
0043,Brimfield,Hampden,Gr.8,0,***,***,***,***,***,***,***
0043,Brimfield,Hampden,Gr.9,0,***,***,***,***,***,***,***
0043,Brimfield,Hampden,Gr.10,0,***,***,***,***,***,***,***
0043,Brimfield,Hampden,Gr.11,0,***,***,***,***,***,***,***
0043,Brimfield,Hampden,Gr.12,0,***,***,***,***,***,***,***
0043,Brimfield,Hampden,SPED_Beyond_Grade_12,0,***,***,***,***,***,***,***
0043,Brimfield,Hampden,K,31,0,0,2,0,1,0,28
0043,Brimfield,Hampden,PK,10,0,0,0,0,0,0,10
0044,Brockton,Plymouth,Gr.1,1046,638,18,185,38,3,4,160
0044,Brockton,Plymouth,Gr.2,1069,654,19,192,46,1,2,155
0044,Brockton,Plymouth,Gr.3,1173,738,18,193,55,3,0,166
0044,Brockton,Plymouth,Gr.4,1296,775,19,235,61,5,1,200
0044,Brockton,Plymouth,Gr.5,1283,733,25,236,71,5,0,213
0044,Brockton,Plymouth,Gr.6,1218,733,20,209,66,4,7,179
0044,Brockton,Plymouth,Gr.7,1240,698,33,238,62,6,0,203
0044,Brockton,Plymouth,Gr.8,1326,807,29,202,46,8,2,232
0044,Brockton,Plymouth,Gr.9,1096,643,25,176,51,1,2,198
0044,Brockton,Plymouth,Gr.10,1228,791,27,212,55,3,3,137
0044,Brockton,Plymouth,Gr.11,981,625,22,147,40,5,3,139
0044,Brockton,Plymouth,Gr.12,1009,629,20,137,35,4,4,180
0044,Brockton,Plymouth,SPED_Beyond_Grade_12,58,33,3,8,1,0,0,13
